,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,2.3,0.05,-3.1366,-25.13274,1001
1,2.3,0.1,-3.1366,-25.13274,498
2,2.3,0.15,-3.13661,-25.13274,329
3,2.3,0.2,-3.1366,-25.13274,246
4,2.3,0.25,-10.86447,-78.98441,11
5,2.3,0.3,-11.27962,-82.55752,5
6,2.3,0.35,-10.86467,-78.98581,10
7,2.3,0.4,-3.13661,-25.13274,119
8,2.3,0.45,-12.36863,-97.3774,4
9,2.3,0.5,-11.49425,-84.92827,3
10,2.3,0.55,-6.51385,-53.9398,2
11,2.3,0.6,-7.75963,-70.04146,2
12,2.3,0.65,-10.52246,-77.05845,20
13,2.3,0.7,-11.9926,-91.59838,3
14,2.3,0.75,-11.42288,-84.10236,2
