,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,8.28,0.1,7.81634,70.52505,1
1,8.28,0.1,3.37029,25.14865,11
2,8.28,0.1,3.25727,25.1348,21
3,8.28,0.1,3.21971,25.13338,31
4,8.28,0.1,3.20072,25.13302,41
5,8.28,0.1,3.18921,25.13289,51
6,8.28,0.1,3.18148,25.13283,61
7,8.28,0.1,3.17592,25.1328,71
8,8.28,0.1,3.17173,25.13278,81
9,8.28,0.1,3.16845,25.13277,91
10,8.28,0.1,3.16582,25.13276,101
11,8.28,0.1,3.16366,25.13276,111
12,8.28,0.1,3.16186,25.13275,121
13,8.28,0.1,3.16033,25.13275,131
14,8.28,0.1,3.15901,25.13275,141
15,8.28,0.1,3.15787,25.13275,151
16,8.28,0.1,3.15687,25.13275,161
17,8.28,0.1,3.15599,25.13275,171
18,8.28,0.1,3.1552,25.13274,181
19,8.28,0.1,3.15449,25.13274,191
