,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,[-0.4  -0.72],0.2,[-0.24414 -0.72466],0.29576,1
1,[-0.4  -0.72],0.2,[ 0.70355 -0.70746],-0.55181,11
2,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,21
3,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,31
4,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,41
5,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,51
6,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,61
7,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,71
8,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,81
9,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,91
10,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,101
11,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,111
12,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,121
13,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,131
14,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,141
15,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,151
16,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,161
17,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,171
18,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,181
19,[-0.4  -0.72],0.2,[ 0.70707 -0.70711],-0.55182,191
